public_path,original_repository,original_path,source_commit,original_sha256,public_sha256,transformation_summary,scientific_behavior_changed,verification_status
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/aggregate/per_broadcast_bootstrap_conditional.csv,notes repo (EMNLP-ProtocolRouting camera-ready),<camera-ready>/results/additional_analysis/per_broadcast_bootstrap_conditional.csv,camera_ready_2026-08-07 working tree (not under git); notes repo e759fe7992db4d771d82eebd060dcd2f240363a3,c85307c6cd166edbb778e0c6a31b12368eab54cfd4f43cc30fcbe90d3217c017,7378432ec99dc5e145bc58dcf9e1c573771f165d2bb86b308927729314b52f73,"Copied with a leading `setting_id` column added (machine-readable join key). Re-serialization drops trailing zeros (e.g. 96.50 -> 96.5). I compared every cell numerically this session: all values identical to the camera-ready original, zero real differences. The sha256 differs for formatting reasons only.","NO - values numerically identical, verified cell-by-cell",VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/matched_labels.csv,notes repo git history (rebuttal branch),<post-review-extract>/results_2026-07-12/tables/matched_labels/*.csv (10 of 12 files),096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),n/a (concatenation of 10 files; per-file sha256 in source_inventory.csv and no_model_manifest.json),e2080688cad5bf5b2b5de70ac461949add14fcefd76e4fde3cee93bf5fb08579,"Concatenation of the 10 paper settings with a setting_id column and canonical problem_id reconciliation. 15,088 rows = the 10 settings. MaScQA (642 rows, CC-BY-NC-SA-4.0) and gemma3_27b (833) correctly EXCLUDED, so this is deliberately not the 16,563-row matched_labels_all_settings.csv.",NO - row-level outcome values unchanged; staging re-verified oracle recomputation on all rows with 0 mismatches,VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/confidence/primary_omnimath_confidence_predictions.csv,Aurora HPC (recovered to local disk),<hpc-run-2026-07-13>/results/full_p0_addon/omnimath2__competition_math_4181__gpt_oss_120b/predictions.jsonl (and the run_20260712 full_p0/full_p1 siblings),096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14); probe runs 2026-07-12 / 2026-07-13,30189a511568b0171d905543d5f23fdbfc748fb9585ce92fc44ddf95192e3732,e68eb0cc7ee95444e9329ab40cea321cc147061791d5ebe2188f6a030580118c,"JSONL -> CSV with a status column marking fallback rows. NOTE: this staged file is 839 rows (the 423-test + 416-dev PRE-ANSWER primary-split probe), which is a DIFFERENT instrument from the 4,181-row post-answer probe I re-verified. The post-answer per-problem predictions are recovered and local but are not yet staged under data/confidence/.",NO for the rows it contains,VERIFIED_BUT_INCOMPLETE
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/router/six_setting_test_predictions.csv,notes repo git history / Aurora HPC,<post-review-extract>/results_2026-07-13/aurora_results/router_retraining_run2_all6/<setting>/test_predictions.csv,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),n/a (multi-file concatenation),ee8243acb43dac0d0ec38ff4fb5cb31d0ee4249712c9f3ebebd87b029902fa4f,"Concatenation of the 6 per-setting router test-prediction files with a setting_id column. 5,832 rows = 6 settings x 3 routers x test n.",NO - concatenation and column addition only,VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/splits/six_setting_splits.csv,notes repo git history / Aurora HPC,<post-review-extract>/results_2026-07-13/aurora_results/router_retraining_run2_all6/<setting>/split_assignments.csv,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),n/a (multi-file concatenation),509082a5c04ae29466c28ec96c177387f9ff66da470b99af178953056ccc1ef0,Concatenation of the 6 per-setting split assignment files with a setting_id column.,NO - concatenation and column addition only,VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/splits/primary_omnimath_splits.csv,notes repo git history / Aurora HPC,<experiment-repo>/results/emnlp_routing/splits/routing_splits.csv,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),n/a (multi-file concatenation),4019fa49262089d7db28c713e6cc22ccf9bc015a7e626d3ce89c0b16a0e00a67,"Primary 80/10/10 seed-42 split, 4,181 rows. Derived from routing_benchmark.csv (May-era scoring), NOT from matched_labels - see discrepancies.md D2.",NO - concatenation and column addition only,VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/labels_for_scoring.csv,notes repo git history / Aurora HPC,"<hpc-runs>/run_2026071{2,3}/confidence_probe/P{0,1}/<setting>/labels_for_scoring.csv",096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),n/a (multi-file concatenation),9be1877e9beccfe92c8336c6541aea417da8cb654859720fa5d1a59765311ed7,"Concatenation of the 6 per-setting offline scoring-label files (12,928 rows). Held separate from probe_inputs.jsonl by design: the model never saw these.",NO - concatenation and column addition only,VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/data/probe_inputs.jsonl,notes repo git history / Aurora HPC,"<hpc-runs>/run_2026071{2,3}/confidence_probe/P{0,1}/<setting>/probe_inputs.jsonl",096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),n/a (multi-file concatenation),a5f132bb5e3d5b254ff6413e13ccc978fbe00f636706afc62171549d63c77b4b,"Concatenation of the 6 per-setting model-visible probe inputs (12,928 rows). Leakage-checked upstream: no correctness, oracle, gold answer or protocol outcome.",NO - concatenation and column addition only,VERIFIED
pkg/scripts/make_paper_figures.py (PENDING - pkg/scripts is empty),notes repo (EMNLP-ProtocolRouting camera-ready),<camera-ready>/scripts/make_paper_figures.py,camera_ready_2026-08-07 working tree (not under git); notes repo e759fe7992db4d771d82eebd060dcd2f240363a3,bbcfcd0114ceb527b6f525b3f79e818969643754be1666b25a3ad0cad71c86fb,pending,"REQUIRED TRANSFORMATION before release: ROOT is hardcoded at lines 42-45 to <inventory-repo>/dhd-release-worktree/results/emnlp_routing. Must be parameterized, and its 13 input tables shipped, or only Figure 2 is reproducible by a reader.","NO if only the path is parameterized - but this must be verified after the edit, not assumed",PENDING_PUBLIC_WRITE
pkg/scripts/figure_style.py (PENDING),notes repo (camera-ready),<camera-ready>/scripts/figure_style.py,camera_ready_2026-08-07 working tree (not under git); notes repo e759fe7992db4d771d82eebd060dcd2f240363a3,01a43cba5d1acfb03e0e7a080edabbbc0997448f4e7831353779a8db100c6a9e,pending,"Expected verbatim copy; contains the protocol colour palette only, no paths.",NO,PENDING_PUBLIC_WRITE
pkg/scripts/build_no_model_artifacts.py (PENDING - not yet copied),notes repo git history (rebuttal branch),<post-review-extract>/scripts/build_no_model_artifacts.py,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),b0e9589c0af9eeb8c74c1de6257615a63679aa37ebb0ef8fb4ee099029848687,pending,"Post-review analysis script. If shipped, needs path parameterization (it reads Aurora/flare absolute paths) and removal of the ALCF endpoint-sourcing block in the companion job scripts. Not yet written to the public tree.",UNKNOWN - depends on the transformation applied,PENDING_PUBLIC_WRITE
pkg/scripts/collect_confidence_metrics.py (PENDING - not yet copied),notes repo git history (rebuttal branch),<post-review-extract>/scripts/collect_confidence_metrics.py,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),e84795c91f7a90bdb0fbc97013afd5906987a97078a4e50dd86d178924bc4eb2,pending,"Post-review analysis script. If shipped, needs path parameterization (it reads Aurora/flare absolute paths) and removal of the ALCF endpoint-sourcing block in the companion job scripts. Not yet written to the public tree.",UNKNOWN - depends on the transformation applied,PENDING_PUBLIC_WRITE
pkg/scripts/prepare_aurora_bundle.py (PENDING - not yet copied),notes repo git history (rebuttal branch),<post-review-extract>/scripts/prepare_aurora_bundle.py,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),5dac8b2893afaba075595116373da1c1ac5b3850ef7a018668b8c194e8e22fb9,pending,"Post-review analysis script. If shipped, needs path parameterization (it reads Aurora/flare absolute paths) and removal of the ALCF endpoint-sourcing block in the companion job scripts. Not yet written to the public tree.",UNKNOWN - depends on the transformation applied,PENDING_PUBLIC_WRITE
pkg/scripts/run_confidence_probe.py (PENDING - not yet copied),notes repo git history (rebuttal branch),<post-review-extract>/scripts/run_confidence_probe.py,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),2e14cc5f12a7103c8998fc311db64a379487fe361e944aa7c2e1c17e2645d7b6,pending,"Post-review analysis script. If shipped, needs path parameterization (it reads Aurora/flare absolute paths) and removal of the ALCF endpoint-sourcing block in the companion job scripts. Not yet written to the public tree.",UNKNOWN - depends on the transformation applied,PENDING_PUBLIC_WRITE
pkg/scripts/score_confidence_probe.py (PENDING - not yet copied),notes repo git history (rebuttal branch),<post-review-extract>/scripts/score_confidence_probe.py,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),d8ec4b54125379acb44e15915044dae3d00a97dfce442ae3946d6422a2024462,pending,"Post-review analysis script. If shipped, needs path parameterization (it reads Aurora/flare absolute paths) and removal of the ALCF endpoint-sourcing block in the companion job scripts. Not yet written to the public tree.",UNKNOWN - depends on the transformation applied,PENDING_PUBLIC_WRITE
pkg/scripts/train_rebuttal_routers.py (PENDING - not yet copied),notes repo git history (rebuttal branch),<post-review-extract>/scripts/train_rebuttal_routers.py,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),6e06f1df6d1c68d62ef585791b61b527f3dd89312b007181cf27ca6be8cb3aad,pending,"Post-review analysis script. If shipped, needs path parameterization (it reads Aurora/flare absolute paths) and removal of the ALCF endpoint-sourcing block in the companion job scripts. Not yet written to the public tree.",UNKNOWN - depends on the transformation applied,PENDING_PUBLIC_WRITE
pkg/scripts/verify_round2_results.py (PENDING - not yet copied),notes repo git history (rebuttal branch),<post-review-extract>/scripts/verify_round2_results.py,096e3621 (branch emnlp-trace2training-rebuttal-2026-07-14),5905103348883cd6ccafa2292383ed3d10b983d8d2f57935f3437fd329e18b12,pending,"Post-review analysis script. If shipped, needs path parameterization (it reads Aurora/flare absolute paths) and removal of the ALCF endpoint-sourcing block in the companion job scripts. Not yet written to the public tree.",UNKNOWN - depends on the transformation applied,PENDING_PUBLIC_WRITE
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/NOTICE,none (authored for the release),n/a,n/a,n/a,37d5e9d642d6684659d096bd8ebb5ea2de7ccc487fcdb2e4479dfa073c322f23,Newly authored release documentation; no upstream file.,NO,VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/LICENSE,none (authored for the release),n/a,n/a,n/a,fe34eb7ac34537c21249e1ff6c9cf7b863eb611f844c0cb212ea358576e32887,Newly authored release documentation; no upstream file.,NO,VERIFIED
hf:AgentsSci/EMNLP_Cost-Aware-Protocol-Routing/CITATION.cff,none (authored for the release),n/a,n/a,n/a,be06f3a4e4d079f7a34cf319636f88050fca605ca7c3f02c595e36daabd214c4,Newly authored release documentation; no upstream file.,NO,VERIFIED
